ClusterID,ArtisanID,ArtefactID,Artefact Name,Artefact Type,Artefact Size,Description,Dimensions,Artefact Material,Artefact Weight,Artefact price,ArtefactLink 
JD-BH,JD-BH-01,JD-BH-01-022,Bone Carving Photo Frame ,Frame,2D,"This handcrafted piece in bone and horn by the artisans of Jodhpur is a unforgettable statement piece for your home and a unique gifting solution. Inlay work that defines craftsmanship, and a product that is universal in nature, the frame can elevate your wall or console setting. ",12 X 10,"Wood, Bone, Resin, MDF",1.50,"2,700",
JD-BH,JD-BH-01,JD-BH-01-026,Square Table Coasters ,Coaster,2D,"Worried about stains on your beautiful centre table whenever guests arrive? Fret no more. These square coasters are appealing enough to be used, and sustainable enough to last longer than your table itself. Handcrafted by the bone and horn artisans of Jodhpur, with a blend of wood and bone, they are perfect table setting accessories. ",4 X 4,"Wood, Bone, Resin, MDF",0.60,"1,100",
JD-BH,JD-BH-01,JD-BH-01-028,Antique Jewellery Box,Box,2D,"Find your ornament's best friend here! Ample storage space to put all your heirlooms with an antique look, this is the perfect compliment to your dresser. This handcrafted piece by the bone and horn artisans of Jodhpur can also be used as a storage box for multipurpose objects. ",9 X 7,"Wood, Bone, Resin, MDF",1.50,"18,000",
JD-BH,JD-BH-01,JD-BH-01-030,Hunter Box,Box,2D,"This exclusive piece is a multipurpose geometric box, with bone work inlaid on wood. Aesthetically pleasing and functional, this box adds perfectly to any Indian ethnical inspired decor. ",6 X 4,"Wood, Bone, Resin, MDF",4.00,"2,500",
JD-BH,JD-BH-01,JD-BH-01-033,Antique Toy Bus,Bus,2D,"In the world of sustainable toys, this is the perfect find for your child. Safe, made of naturally upcycled raw materials, this bone toy bus is a must need. It comes with an additional antique look that can also make it an unique home decor. ",8 X 3,Bone,0.50,,
JD-BH,JD-BH-02,JD-BH-02-026,Elephant Statue,Statue,3D,A finely crafted bone and horn elephant statute speaks of the classical Rajputana style. The interior frame is made of wood whilst an amalgamation of bone & horn is inlaid into the frame. The statute is a testimony of true craftsmanship.                    ,12 X 12,"Bone, Wood",10.00,"13,000",
JD-BH,JD-BH-02,JD-BH-02-027,Bone Stool,Stool,3D,"A drum? A wine glass? This multipurpose stool, with bone work inlaid in wood is carefully curated with love and exceptional craftsmanship. Let it be the eyecatcher in your sitting room, or use it alongside your dresser, this masterpiece is sure to steal glances. ",12 X 12,"Bone, Wood",7.00,"5,000",
JD-BH,JD-BH-02,JD-BH-02-028,Bone Stick,Stick,3D,Elegant and functional walking stick handcrafted in high quality wood and decorated with bone inlay work by craftsman from Jodhpur. The bone surface has been painted in floral patterns in the miniature painting style that remind you of the land of sand dunes. ,30 X 2,"Bone, Wood",1.00,"1,500",
JD-BH,JD-BH-02,JD-BH-02-029,3D Pattern ,Pattern,3D,"This 3D design made on wood with bone work is a sample that can be used as a design in any furniture you want. revamp your old almirah or bed side table, or even create a statement piece by putting this on your centre table, the pattern is sure to enhance any old furniture. ",3 X 3.5,"Bone, Wood",,,
JD-BH,JD-BH-02,JD-BH-02-030,Dumro Stool Blue,Table,3D,"This uniquely shaped stool inspired by Shiva's drum "" Dumroo"" has been made with bone inlay work and blue resin. The individual pieces of bone are hand carved and embeded onto the wooden frame to create an intricate geometric pattern. The blue resin is prepared and poured between the bone pieces to create a contrast resulting in a striking piece of furniture.",15 X 15,"Bone, Wood",15.00,"9,000",
JD-BH,JD-BH-02,JD-BH-02-032,Seven drawers Bed-side table,Drawer,3D,This statement piece is here to befriend your bed and elevate your bedroom space. Bone inlay and wood chest of drawers in floral patterns has been meticulously handcrafted by our skilled craftsman from Jodhpur. This floral chest 7- drawer has multi-purpose use and can be placed at your bedside or living space.,17 X 12,"Bone, Wood",22.00,"7,000",
JD-BH,JD-BH-02,JD-BH-02-035,Square Dye-Bone Box ,Box,3D,"Any candies to hide from siblings or a storage as beautiful as your favourite pearl earrings? This unique blue dyed bone inlaid multipurpose box is here to store all your knick-knacks. With a perfectly sized compartment, it is a solution to your drawer worries. ",8 X 8,"Bone, Wood",1.50,700,
JD-BH,JD-BH-02,JD-BH-02-036,Photo Frame ,Frame,3D,An ornament for all your memories! Inlaid floral patterns perefctky curated with upcycled bone make for the perfect aesthetic centrepiece. Indeed a beautiful complement for your smiling photographs. ,8.5 X 10.5,"Bone, Wood",1.50,600,
JD-BH,JD-BH-02,JD-BH-02-037,Bed Side Drawer,Drawer,3D,Beautiful and intricate floral motifs on your bedside that will bring a slice of nature to your bedroom. This piece cuarted of wood and bone can complement a simple bed design and make for a great statement wall. ,16 X 12,"Bone, Wood",20.00,"9,500",
JD-BH,JD-BH-02,JD-BH-02-043,Lazy Susan Table Top,Top,3D,"A clean, finesse look for tables that can be used as a circular base, mainly for commercial purpose or in the hotels where it has been used as a base for anything. With a wooden finish and bone work, the uniqueness of the product lies in its subtlity. ",16 X 16,"Bone, Wood",9.00,"3,500",
JD-BH,JD-BH-02,JD-BH-02-045,Table Lamp Stand,Stand,3D,"This octagonal table lamp set is curated with floral motifs is here to enhance the look of any basic light lamp. You can keep it on your bedside or use it on your console table, it is sure to catch all eyes. An aesthetic compliment to the brightness of the lamp, this table stand is accurately sized to fit in all spaces and enhance their charm. ",9 X 9,"Bone, Wood",4.00,"1,800",
JD-BH,JD-BH-02,JD-BH-02-047,Two Drawer bed side ,Drawer,3D,Bored of those ugly looking side tables? Here your search ends. A side table as magnifique as this is surely going to make your bedroom look like a royal suite. This monochromatic bone inlay two-drawer side table is a sizeable statement piece you definitely want to add to your furniture collection. ,16 X 12,"Bone, Wood",20.00,"9,500",
JD-BH,JD-BH-02,JD-BH-02-048,Mirror Frame ,Frame,3D,"A floral addition to your wall! This bone worked on wood frame can be added to bland mirrors, and are perfect for creating a space that exudes royalty. Its geometric patterns and finesse defines it.  ",18 X 22,"Bone, Wood",15.00,"6,500",
JD-BH,JD-BH-02,JD-BH-02-049,Tringular Design Catalogue ,Design,3D,"Designed in beautiful complementing colours and geomtric triangular patterns, this pattern can be used in any product of your choice. Elevate your mirrors, furniture or even your bland boxes with this touch of antique and classic. ",,"Bone, Wood",,,
JD-BH,JD-BH-02,JD-BH-02-004,Three Drawer Bed-Side,Drawer,2D,"With ample space for all your bed-side needs, this drawer set is a perfect accompliment to your bed. You can store everything from your nightcare routine to your journals, this is an elegant fit. A must have for your bedroom, it is sure to elevate the space that you put it in. ",16 X 18,"MoP, Wood",25.00,"15,000",
JD-BH,JD-BH-02,JD-BH-02-031,Coffee Table ,Table,2D,"Coffee lovers assemble! Your go-to companion for your morning coffee is here. The perfectly sized table that can elevate the look of your living room, or add aesthetics to your balcony. The cottage core aesthetic will be on point with this table in your home. ",24 X 24,"Bone, Wood",20.00,"12,000",
JD-BH,JD-BH-02,JD-BH-02-033,Chess board table ,Table,2D,"This uniquely handcrafted chess board table is a statement piece for any home. All chess enthusiasts can optimize this table, while home decorators find a fascinating design and centre piece for the living room. Either which way it is a beautiful piece to add to your life. ",24 X 24,"Bone, Wood",20.00,"14,000",
JD-BH,JD-BH-02,JD-BH-02-034,Table top ,Top,2D,"This table top that can be added to your old furniture, can elevate the look of your existing table in minutes. The pattern is exclusively crafted by the bone and horn artisans of Jodhpur, making it a statement piece and a must-want home decor piece. ",24 X 24,"Bone, Wood",20.00,"4,500",
JD-BH,JD-BH-02,JD-BH-02-038,Jewellery Box ,Box,2D,"If symmetry and geometry is your aesthetic, this is the perfect showcase piece for you! A handcrafted jewellery box with bone inlaid on wood in simple triangular jigsaw pieces, this elegant craftsmanship is a symbol of purity. Use it as a console showcase or solve your organizing problems, this box serves all.",10 X 8,"Bone, Wood",2.00,"3,500",
JD-BH,JD-BH-02,JD-BH-02-039,Dye bone Serving Tray ,Tray,2D,"A perfect cottage core addition to your aesthetical corner, this serving tray too pretty to spill coffee on! With geometric inlay patterns on its smooth edges, this tray comes in a optimum size to serve all your guest needs. With intricate bone inlay work, this piece is exquisite craftsmanship on display. ",16 X 12,"Bone, Wood",8.00,"1,100",
JD-BH,JD-BH-02,JD-BH-02-040,One Drawer Bed-side ,Drawer,2D,Imagine waking up beside an illusion of the Taj! This blue inlaid bone work bed-side drawer's floral morifs are sure to remind you of the magnificience and beauty of the pietra dura of the monument of love. Perfectly sized to keep your precious items and all your night care essentials. ,18 X 12,"Bone, Wood",15.00,"7,500",
JD-BH,JD-BH-02,JD-BH-02-041,Wooden Coffee Table ,Table,2D,"A handcrafted geometric table top, inlaid with triangular bone pieces. Count the number of bone pieces on the table on a boring coffee date, or spill some tea, this table will be the perfect companion for you and your home. ",,"Bone, Wood",,,
JD-BH,JD-BH-02,JD-BH-02-042,Dye-Bone rectangular  Box Set,Box,2D,"Say yes to blues! Inspired by the colours of lapiz lazuli and floral motifs, this multipurpose box is a companion for all your storage needs. It fits in any drawer and brightens your dull room, it brings a little sky to your home.",11 X 5,"Bone, Wood",3.00,"1,200",
JD-BH,JD-BH-02,JD-BH-02-044,Table Coaster ,Coaster,2D,"Your cup's best friend is here! A coaster that is beautiful, easy to wash, and if stained wouldn't even mind. This exclusive inlay work with bone on wood is the perfect complimentary to your wooden aesthetics. ",,"Bone, Wood",,,
JD-BH,JD-BH-03,JD-BH-03-007,Ambassador Car,Car,3D,"Car collectors assemble! This ambassador car minitaure, prisitine white, made on pure wood is a statement you want in your collection. Nevertheless, this classic antique piece is a road trip memory lane, sure to fill your home with nostalgia and elegance. ",12 X 4,Bone,3.00,"70,000",
JD-BH,JD-BH-03,JD-BH-03-008, Chinese Chess,Chess,3D,"Not a player? Well, you could be a displayer! This vintage Chinese rare pieces of chess are finely carved bone pieces, hand crafted by master craftsman of Jodhpur. An exclusive set made of pure bone, curated with utmost symmetry is a masterpiece to behold. ",2.5 X 1.5,Bone,10.00,"90,000",
JD-BH,JD-BH-03,JD-BH-03-017,Bone Sofa Set,Sofa,3D,"A masterpiece in your home! This pure bone sofa set, makes for the complete home decor set. The pristine white of the bone and intricate carvings transport you to the medieval times and structures. ",7 X 2.5,Bone,0.90,,
JD-BH,JD-BH-03,JD-BH-03-020,Jali Work Box,Box,3D,"A multipurpose box with intricate undercut jali work created by master craftsman from Jodhpur. Inspired from Indo-Sarcenic architectural patterns and motifs, each of these piece takes 8 weeks to create. The intricately carved lattice requires skill and patience to achieve the dazzling uniform look.",6 X 4,Bone,0.35,,
JD-BH,JD-BH-03,JD-BH-03-022,Bone wood Box ,Box,3D,"This miniature wood box with bone inlay work is multipurpose and can be customized according to your need and liking. Available in multiple patterns and colours, it can act as a storage box or double up as a decorative piece, as per your wish. ",3 X 3,"Bone, Wood",0.10,,
JD-BH,JD-BH-03,JD-BH-03-025,Camel Toy Miniature,Toy,3D,"A sustainable alternative for plastic toys, this vintage camel miniature toy made of pure camel bone is done by National awardwinning master craftsman. This artefact is completely handmade and is a fine expample of carving and miniature painting by the artisans of Jodhpur.",8 X 3,"Bone, Wood",1.80,,
JD-BH,JD-BH-03,JD-BH-03-026,Ambavadi Miniature,Toy,3D,"A tinch of royalty at your home! This Rajput signature elephant carrier is one of the most exquisite pieces of bone work. Painted with miniature folklores and natural motifs,this piece is a statement for any home decor. ",8 X 3.5,"Bone, Wood",5.00,,
JD-BH,JD-BH-03,JD-BH-03-027,Vintage Car Miniature,Toy,3D,"For all vintage car lovers, here is a perfect gift made of pure bone and exquisite carving. This miniature model is an antique collectors delight. Creeated in more than 20 days, this is a perfect example of a craftsman creativity. ",6.5 X 2.5,Bone,0.30,,
JD-BH,JD-BH-03,JD-BH-03-029,Women Instrumentalists set,Women,3D,Handcrafted Jodhpuri traditional music group of 6 women made by the Rashtrapati awardwinning master craftsman. On showcase are different indigenous instruments played by folk artisans curated in pure bone that are sure to add a hint of uniqueness to your home decor. ,8 X 2,"Bone, Wood",0.70,,
JD-BH,JD-BH-03,JD-BH-03-030,Horse Rider ,Horse,3D,"A little battlefield in your home! A symbol of royal Marwar tradition handcrafted in pure bone is a craftsmanship genius. As delicate as it can be, this statement piece is a genuine work of artistic creativity. ",9 X 2,"Bone, Wood",4.00,,
JD-BH,JD-BH-03,JD-BH-03-031,Boat Tusk,Boat,3D,"An exclusive piece that exudes Rajput glory and military history, this set of 25 items is a masterpice of art that depicts hunting in past times. Curated for a museum keep, this piece is the epitome of an artisan's craftsmanship. ",30 X 2,"Bone, Wood",4.00,"120,000",
JD-BH,JD-BH-03,JD-BH-03-032,Steam Engine,Engine,3D,This handcrafted piece in Jodhpur is done by a national award winning mastercraftsman. Each of these individual pieces of bone have been shaped and carved by hand to make this steam engine which has moving parts. Innovation and creativity are surely put on display in this one single piece. ,48 X 3.5,"Bone, Wood",10.00,"20,000",
JD-BH,JD-BH-03,JD-BH-03-033,Bone Bike,Bike,3D,"A toy that also doubles up as a home decor pice, this intrcately carved pure bone bike is a beautiful touch of classic to your homes. It is also a delight for any child, and for parents looking for sustainable toy options for their kids. ",12 X 3,Bone,1.50,"5,500",
JD-BH,JD-BH-03,JD-BH-03-034,Opium Box,Box,3D,"Anciently used as a opium box, this multipurpose box is a piece of art curated in almost a months time. Made of pure bone, this is the perfect storage space for all your knick-knacks and petty items that are used to get lost. ",4 X 4,Bone,0.20,"1,200",
JD-BH,JD-BH-03,JD-BH-03-035,Mirror Frame ,Frame,3D,"Feel like absolute royalty, and this mirror surely doesn't lie! With a carved floral frame so beautiful, you would hardly look at yourself though. Made of intricate bone work, multi-coloured and engarved with semi- precious stones, this piece is for the keeps. ",14 X 10,"Bone, Wood, Glass",1.50,"1,800",
JD-BH,JD-BH-03,JD-BH-03-036,Bone Necklace,Necklace ,3D,"Threaded in pure bone, statement jewellery pieces for all ocassions. With multiple patterns and motifs, and intertwined coloured beads, they represent intricacy at their best. And no piece is too small to get unnoticed. ",,Bone,0.10,500,
JD-BH,JD-BH-03,JD-BH-03-005,Center Table,Table,2D,"This exclusive product is a gem of a piece! An antique gaming console that is handcrafted by an award winning bone and horn artisan from Jodhpur, the centre table serves more purposes than you can imagine. The epitome of craftsmanship, this product is a custom made statement piece. ",54 X 34,"Bone, Wood",100.00,"500,000",
JD-BH,JD-BH-03,JD-BH-03-012,Kachori Box,Kachori,2D,"A remanant of the colonial times here is a set of 3 opium boxes. They are uniquely shaped like discs, multipurpose in nature, and have a innate attractive quality. Use them as showcases on your console table or store your knick-knacks, these storage frisbees are a value addition for sure. ",4 X 4,Bone,0.10,,
JD-BH,JD-BH-03,JD-BH-03-013,Vintage Car,Toy,2D,"Inspired by the vintage classics of the early modern times, this model car can be your home's very own model! Crafted using pure bone, in more than 45 days, this is an antique you don't want to miss. Add a hint of classic to your home and up your decor game. ",12 X 3,Bone,2.50,,
JD-BH,JD-BH-03,JD-BH-03-014,Ambavdi ,Toy,2D,"Feel like royalty, by the house of royals! With traditional craftsmanship at its best, this statement piece is here to elevate your home decor. Curated in pure bone, ideal crafting and intricate designing lends to the beauty of this piece. ",6 X 3,"Bone, Wood",3.50,,
JD-BH,JD-BH-03,JD-BH-03-015,Train ,Toy,2D,"A statement piece for all households, this handcrafted model train is a work of pure bone. A mark of master craftsmanship and artistic creativity, the sample resonates beauty and exquisite exhuberence. Of all places dreamy and prisitine, this train is surely taking you places!",30 X 3,"Bone, Wood",6.00,,
JD-BH,JD-BH-03,JD-BH-03-016,Train Engine,Toy,2D,"Fine carving and detailing at its best! Inspired from the coal engines of early modern times, this train engine replica miniature is a craftsman quality work. Made of pure bone in a span of 45 days, this exclusive piece is a sight to behold for your home. ",9 X 3,"Bone, Wood",2.50,,
JD-BH,JD-BH-03,JD-BH-03-028,Vintage Car Miniature,Toy,2D,"Inspired by the vintage classics of the early modern times, this model car can be your home's very own model! Crafted using pure bone, in more than 20 days, this is an antique you don't want to miss. Add a hint of classic to your home and up your decor game. ",5 X 2,Bone,0.25,,
JD-BH,JD-BH-04,JD-BH-04-001,Flower Vase ,Vase,3D,"A flower vase handmade by the bone craftsmen of Jodhpur. A reflection of Rajasthani folkers and miniature painting art, the vase is crafted with each piece of bone carved and inlaid onto a wooden base by hand. The miniature painting is done by artists on the surface of the vase, which is then finished with high gloss lacquer for maximum lustre.",12 X 5,"Wood, Bone",0.75,"3,200",
JD-BH,JD-BH-04,JD-BH-04-004,Glass ,Glass,3D,"Time to let go your usual crockery gifts, choose these exclusive handcrafted glass sets, made of pure bone. Glossy finish with gold lacquer work, and floral motifs on plain white surface, make for unique additions to yours and your loved ones kitchen. ",4 X 3,Bone,0.50,"1,800",
JD-BH,JD-BH-04,JD-BH-04-005,Farmaan ,Letter Box,3D,"Bored of the usual Google folders? Elevate your folder game, using this medieval document folder. This antique Farmaan, handcrafted with bone inlay work on wood and lacquered with high gloss for maximum lustre is an unique storage method. ",11 X 2,Bone,400.00,"3,000",
JD-BH,JD-BH-04,JD-BH-04-006,Bracelet,Bracelet,3D,"Bone layered and engarved with brass and otehr precious stones, this bracelet is a complement to your ethnic look. Want to couple it with any traditional outfit or create a bohot chic look, this is the perfect accessory!  With unusual floral and abstract miniature motifs, the bracelet adds the right amount of pop of colour. ",,"Bone, Brass, Stone",0.10,750,
JD-BH,JD-BH-04,JD-BH-04-007,Jewellery Box,Box,3D,"A pure bone jewellery box as precious as your jewels inside it! Influenced by Rajasthani minitaure paintings, that have been handpainted on the surface of this box, this is a true symbol of Rajasthan's royalty. A beautiful addition to your dresser, can be also used as a gifting item, it is a exclusive piece of Jodhpur's craftsmanship. ",10 X 5.5,Bone,0.45,"8,500",
JD-BH,JD-BH-04,JD-BH-04-008,Lotha ,Box,3D,"Embossed with miniature paintings inspired from the Rajasthan and Mughal miniature school of art, this keep for smaller items is the home decor you have been looking for. Elegant and regal, this piece adds the royal touch your home deserves. ",3 X 3,"Wood, Bone",0.20,750,
JD-BH,JD-BH-04,JD-BH-04-009,Tortoise ,Misc,3D,A good luck charm that looks more than good! This handcrafted tortoise miniature is made of brass and mother of pearl to complement the carvings on it. ,4.5 X 2.5,"MoP, Brass",0.10,700,
JD-BH,JD-BH-04,JD-BH-04-010,Bone Bag,Bag,3D,"Carry yourself in style with this stylish bag! An amazing conversation starter in any party, this bone on aluminium bag is sure to elevate a simple look. With ample space and natural longetivity, this is a bag that is going to make to your heirloom set. ",6 X 5,"Bone, Aluminum",0.20,"1,250",
